Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Outlet_Large,Outlet_Medium,Outlet_Small
FDP09,12.86,0,0.034,1,211.6902,5,37,1,2,3,4247.804,0.0,1.0,0.0
FDK24,9.2,0,0.101,0,46.4744,6,18,2,1,1,950.7624,0.0,0.0,1.0
NCA18,10.1,0,0.056,0,117.8492,8,25,2,0,1,1621.8888,0.0,0.0,1.0
NCE07,8.18,0,0.066,0,140.5154,7,20,2,1,1,1701.7848,0.0,0.0,1.0
FDM45,8.65,1,0.088,1,122.6756,6,18,2,1,1,2302.3364,0.0,0.0,1.0
FDQ32,17.85,1,0.047,0,122.9388,8,25,2,0,1,3095.97,0.0,0.0,1.0
FDI34,10.65,1,0.085,1,229.8668,6,18,2,1,1,4146.6024,0.0,0.0,1.0
FDE14,13.65,1,0.031,1,99.27,1,35,0,2,1,2596.62,1.0,0.0,0.0
DRF37,17.25,0,0.085,2,261.191,2,15,2,1,1,3155.892,0.0,0.0,1.0
FDW44,9.5,1,0.035,0,169.7448,2,15,2,1,1,3579.3408,0.0,0.0,1.0
FDC59,16.7,1,0.066,0,63.6168,9,23,1,0,1,1342.2528,0.0,1.0,0.0
NCI29,8.6,0,0.055,2,141.1154,0,24,2,2,0,425.4462,0.0,0.0,1.0
FDV38,19.25,0,0.102,0,54.3956,3,13,1,2,2,1201.1032,0.0,1.0,0.0
FDZ49,11.0,1,0.133,1,222.0798,1,35,0,2,1,2864.9374,1.0,0.0,0.0
DRD49,9.89,0,0.168,2,237.7564,7,20,2,1,1,3813.7024,0.0,0.0,1.0
FDA02,14.0,1,0.03,0,143.4786,8,25,2,0,1,1589.2646,0.0,0.0,1.0
FDX20,7.37,0,0.043,0,226.972,3,13,1,2,2,3848.324,0.0,1.0,0.0
FDS24,20.85,1,0.062,0,90.2514,1,35,0,2,1,619.8598,1.0,0.0,0.0
FDI58,7.64,1,0.071,1,93.412,8,25,2,0,1,1491.392,0.0,0.0,1.0
FDQ60,12.86,1,0.192,0,121.2098,4,37,2,0,0,120.5098,0.0,0.0,1.0
FDJ27,17.7,1,0.122,0,103.3674,9,23,1,0,1,2546.685,0.0,1.0,0.0
FDV27,7.97,1,0.04,0,90.4514,2,15,2,1,1,1328.271,0.0,0.0,1.0
NCL41,12.35,0,0.042,2,33.1216,8,25,2,0,1,519.324,0.0,0.0,1.0
NCP29,8.42,0,0.112,2,63.2168,8,25,2,0,1,703.0848,0.0,0.0,1.0
FDC45,12.86,0,0.135,0,170.3106,5,37,1,2,3,3422.212,0.0,1.0,0.0
FDN33,6.3,1,0.123,1,93.2436,1,35,0,2,1,2079.9592,1.0,0.0,0.0
DRC01,5.92,1,0.019,2,49.8692,7,20,2,1,1,1133.1916,0.0,0.0,1.0
FDL57,15.1,1,0.067,1,260.2304,7,20,2,1,1,4908.2776,0.0,0.0,1.0
NCF42,17.35,0,0.28,0,177.5712,0,24,2,2,0,527.3136,0.0,0.0,1.0
FDG50,7.41,0,0.015,1,89.9146,8,25,2,0,1,1550.6482,0.0,0.0,1.0
FDH22,6.41,0,0.137,1,128.7678,9,23,1,0,1,3052.0272,0.0,1.0,0.0
FDO36,19.7,0,0.078,0,178.066,9,23,1,0,1,3954.852,0.0,1.0,0.0
FDY04,17.7,1,0.043,1,162.721,3,13,1,2,2,978.726,0.0,1.0,0.0
FDZ09,17.6,0,0.105,1,161.8868,6,18,2,1,1,4094.67,0.0,0.0,1.0
FDH28,15.85,1,0.11,1,39.7506,9,23,1,0,1,721.0614,0.0,1.0,0.0
FDN32,17.5,0,0.016,0,185.1266,9,23,1,0,1,4795.0916,0.0,1.0,0.0
DRJ37,12.86,0,0.061,2,150.8024,5,37,1,2,3,3339.6528,0.0,1.0,0.0
FDE57,9.6,0,0.036,0,140.8154,2,15,2,1,1,1843.6002,0.0,0.0,1.0
FDG05,11.0,1,0.088,1,158.063,7,20,2,1,1,2659.871,0.0,0.0,1.0
FDI09,20.75,1,0.13,0,240.188,3,13,1,2,2,5992.2,0.0,1.0,0.0
DRD12,12.86,0,0.066,2,89.4146,5,37,1,2,3,2645.2234,0.0,1.0,0.0
FDD02,16.6,0,0.084,1,118.0124,0,24,2,2,0,592.562,0.0,0.0,1.0
FDI36,12.5,1,0.062,0,199.7426,8,25,2,0,1,593.2278,0.0,0.0,1.0
DRK39,7.02,0,0.05,0,82.425,9,23,1,0,1,1414.825,0.0,1.0,0.0
FDH44,19.1,1,0.026,0,147.6418,6,18,2,1,1,1471.418,0.0,0.0,1.0
FDS56,5.79,1,0.039,0,262.6252,9,23,1,0,1,524.6504,0.0,1.0,0.0
DRJ59,11.65,0,0.019,2,40.3164,7,20,2,1,1,502.0132,0.0,0.0,1.0
NCA30,19.0,0,0.216,0,190.1872,0,24,2,2,0,567.2616,0.0,0.0,1.0
FDF17,5.19,0,0.043,1,197.811,7,20,2,1,1,2946.165,0.0,0.0,1.0
NCX18,14.15,0,0.066,0,196.311,8,25,2,0,1,3338.987,0.0,0.0,1.0
NCO53,16.2,0,0.176,2,183.7608,3,13,1,2,2,2940.1728,0.0,1.0,0.0
FDT23,7.72,1,0.075,0,78.8986,9,23,1,0,1,623.1888,0.0,1.0,0.0
NCJ19,18.6,0,0.118,2,56.2588,8,25,2,0,1,1030.6584,0.0,0.0,1.0
FDI05,8.35,1,0.128,1,76.5354,2,15,2,1,1,1805.6496,0.0,0.0,1.0
NCJ19,18.6,0,0.198,2,55.6588,0,24,2,2,0,114.5176,0.0,0.0,1.0
NCS29,12.86,0,0.069,2,264.0884,5,37,1,2,3,4504.8028,0.0,1.0,0.0
NCC06,19.0,0,0.027,0,129.8336,1,35,0,2,1,3451.5072,1.0,0.0,0.0
FDJ12,8.89,1,0.039,0,207.4296,2,15,2,1,1,2492.7552,0.0,0.0,1.0
FDW48,18.0,0,0.009,0,78.5618,1,35,0,2,1,402.809,1.0,0.0,0.0
FDX32,15.1,1,0.1,0,144.7786,2,15,2,1,1,2600.6148,0.0,0.0,1.0
FDH02,12.86,1,0.066,1,91.8488,5,37,1,2,3,2716.464,0.0,1.0,0.0
FDD16,20.5,0,0.036,1,75.8696,8,25,2,0,1,2386.2272,0.0,0.0,1.0
FDR09,12.86,0,0.077,1,259.7962,5,37,1,2,3,6501.8699,0.0,1.0,0.0
FDB32,20.6,0,0.024,0,93.3778,3,13,1,2,2,1314.2892,0.0,1.0,0.0
FDP11,15.85,0,0.069,0,218.7166,1,35,0,2,1,4136.6154,1.0,0.0,0.0
FDG09,20.6,1,0.048,0,187.7556,9,23,1,0,1,3004.0896,0.0,1.0,0.0
FDF21,10.3,1,0.059,0,187.853,1,35,0,2,1,2656.542,1.0,0.0,0.0
NCJ19,12.86,0,0.118,2,55.2588,5,37,1,2,3,2748.4224,0.0,1.0,0.0
FDY03,17.6,1,0.127,0,111.3202,0,24,2,2,0,337.5606,0.0,0.0,1.0
FDK58,11.35,1,0.045,1,101.0016,1,35,0,2,1,2631.2416,1.0,0.0,0.0
FDC26,10.2,0,0.127,1,112.2886,9,23,1,0,1,2557.3378,0.0,1.0,0.0
FDN15,17.5,0,0.017,0,138.518,3,13,1,2,2,2376.906,0.0,1.0,0.0
DRH11,12.86,0,0.075,2,56.0614,5,37,1,2,3,2597.2858,0.0,1.0,0.0
NCK17,11.0,0,0.038,2,40.948,1,35,0,2,1,319.584,1.0,0.0,0.0
DRC01,5.92,1,0.019,2,47.7692,8,25,2,0,1,492.692,0.0,0.0,1.0
FDD03,13.3,0,0.08,0,232.73,6,18,2,1,1,2796.36,0.0,0.0,1.0
NCY17,18.2,0,0.163,2,45.1086,9,23,1,0,1,669.129,0.0,1.0,0.0
DRY23,9.39,1,0.109,2,42.3112,9,23,1,0,1,980.0576,0.0,1.0,0.0
FDT50,6.75,1,0.108,0,96.3752,6,18,2,1,1,1342.2528,0.0,0.0,1.0
FDC38,15.7,0,0.122,1,133.1942,1,35,0,2,1,2782.3782,1.0,0.0,0.0
NCN06,8.39,0,0.202,0,162.8868,0,24,2,2,0,327.5736,0.0,0.0,1.0
FDP56,12.86,0,0.046,0,47.4692,5,37,1,2,3,1576.6144,0.0,1.0,0.0
FDW34,9.6,0,0.036,1,244.917,7,20,2,1,1,2916.204,0.0,0.0,1.0
FDU07,11.1,0,0.06,0,151.3366,6,18,2,1,1,3022.732,0.0,0.0,1.0
NCO55,12.8,0,0.091,2,108.9938,3,13,1,2,2,1071.938,0.0,1.0,0.0
FDL16,12.85,0,0.169,1,46.106,2,15,2,1,1,792.302,0.0,0.0,1.0
FDT59,13.65,0,0.016,0,231.9668,7,20,2,1,1,3225.1352,0.0,0.0,1.0
DRF01,12.86,0,0.174,2,146.6102,5,37,1,2,3,1895.5326,0.0,1.0,0.0
NCS06,7.93,0,0.032,0,261.591,7,20,2,1,1,3155.892,0.0,0.0,1.0
FDY13,12.86,0,0.053,1,74.967,4,37,2,0,0,229.701,0.0,0.0,1.0
DRF36,16.1,0,0.039,2,189.9846,0,24,2,2,0,191.0846,0.0,0.0,1.0
FDV10,7.64,1,0.066,1,41.8112,8,25,2,0,1,894.8352,0.0,0.0,1.0
FDE09,8.78,0,0.036,0,110.7228,0,24,2,2,0,331.5684,0.0,0.0,1.0
FDC20,10.65,0,0.024,0,57.2272,7,20,2,1,1,1174.4712,0.0,0.0,1.0
FDI58,7.64,1,0.071,1,95.012,2,15,2,1,1,1864.24,0.0,0.0,1.0
FDI56,7.33,0,0.094,0,93.2146,2,15,2,1,1,1733.0774,0.0,0.0,1.0
NCI17,8.64,0,0.144,2,94.741,3,13,1,2,2,1061.951,0.0,1.0,0.0
NCE19,8.97,0,0.093,0,55.7956,9,23,1,0,1,1037.3164,0.0,1.0,0.0
FDA26,12.86,1,0.129,0,219.3482,4,37,2,0,0,219.0482,0.0,0.0,1.0
FDR01,5.41,1,0.054,1,198.6742,3,13,1,2,2,2388.8904,0.0,1.0,0.0
FDC32,12.86,0,0.099,0,90.6462,5,37,1,2,3,2406.2012,0.0,1.0,0.0
FDF11,10.2,1,0.018,0,240.1538,9,23,1,0,1,1442.1228,0.0,1.0,0.0
FDH46,6.93,1,0.041,1,103.5332,8,25,2,0,1,1230.3984,0.0,0.0,1.0
FDY33,12.86,1,0.17,1,159.0262,4,37,2,0,0,159.1262,0.0,0.0,1.0
DRG23,8.88,0,0.087,2,152.2682,8,25,2,0,1,1829.6184,0.0,0.0,1.0
FDY04,12.86,1,0.042,1,162.521,5,37,1,2,3,4567.388,0.0,1.0,0.0
FDE26,9.3,0,0.089,1,145.3786,7,20,2,1,1,2745.0934,0.0,0.0,1.0
NCU42,9.0,0,0.02,0,169.4474,6,18,2,1,1,4211.185,0.0,0.0,1.0
NCO42,21.25,0,0.025,0,146.0102,6,18,2,1,1,2916.204,0.0,0.0,1.0
FDU25,12.35,0,0.027,1,59.2246,9,23,1,0,1,984.7182,0.0,1.0,0.0
FDW02,12.86,1,0.038,0,124.3704,5,37,1,2,3,3004.0896,0.0,1.0,0.0
FDS22,16.85,1,0.023,1,43.9428,8,25,2,0,1,351.5424,0.0,0.0,1.0
FDG57,14.7,0,0.072,0,49.8034,6,18,2,1,1,631.8442,0.0,0.0,1.0
FDQ25,8.63,1,0.028,1,173.9422,3,13,1,2,2,4138.6128,0.0,1.0,0.0
NCS06,7.93,0,0.032,0,261.291,3,13,1,2,2,2892.901,0.0,1.0,0.0
FDC29,12.86,1,0.024,1,112.7176,5,37,1,2,3,1832.2816,0.0,1.0,0.0
NCZ41,19.85,0,0.064,2,126.7704,6,18,2,1,1,1752.3856,0.0,0.0,1.0
FDW23,5.76,0,0.082,0,37.5164,8,25,2,0,1,656.4788,0.0,0.0,1.0
FDB03,17.75,1,0.157,0,240.5538,9,23,1,0,1,3845.6608,0.0,1.0,0.0
FDN25,12.86,1,0.107,0,55.5588,4,37,2,0,0,229.0352,0.0,0.0,1.0
NCN05,8.23,0,0.014,2,181.895,8,25,2,0,1,732.38,0.0,0.0,1.0
FDV43,12.86,0,0.076,0,43.4086,5,37,1,2,3,847.5634,0.0,1.0,0.0
FDG44,6.13,0,0.102,0,55.0298,9,23,1,0,1,539.298,0.0,1.0,0.0
FDS12,9.1,0,0.175,0,127.2362,3,13,1,2,2,1635.8706,0.0,1.0,0.0
FDI52,18.7,0,0.105,1,121.4072,1,35,0,2,1,2450.144,1.0,0.0,0.0
FDU12,15.5,1,0.076,0,261.7568,9,23,1,0,1,1845.5976,0.0,1.0,0.0
FDG58,10.7,1,0.087,1,156.7972,6,18,2,1,1,3427.5384,0.0,0.0,1.0
FDA16,6.7,0,0.034,1,220.8456,3,13,1,2,2,5084.0488,0.0,1.0,0.0
NCD18,16.0,0,0.073,0,229.8668,6,18,2,1,1,4837.7028,0.0,0.0,1.0
FDI21,5.59,1,0.057,1,62.6168,1,35,0,2,1,639.168,1.0,0.0,0.0
FDW31,11.35,1,0.043,0,197.0742,2,15,2,1,1,2587.9646,0.0,0.0,1.0
FDB35,12.3,1,0.065,0,93.8804,3,13,1,2,2,1470.0864,0.0,1.0,0.0
FDK58,12.86,1,0.045,1,102.4016,5,37,1,2,3,2428.8384,0.0,1.0,0.0
FDU14,17.75,0,0.035,0,248.775,8,25,2,0,1,3745.125,0.0,0.0,1.0
NCP43,17.75,0,0.031,2,178.566,3,13,1,2,2,2516.724,0.0,1.0,0.0
FDM20,12.86,0,0.066,0,245.0144,5,37,1,2,3,3185.1872,0.0,1.0,0.0
FDT36,12.86,0,0.111,0,35.2874,5,37,1,2,3,988.0472,0.0,1.0,0.0
FDW19,12.35,1,0.039,0,110.257,3,13,1,2,2,1757.712,0.0,1.0,0.0
FDB29,16.7,1,0.052,1,113.9176,9,23,1,0,1,2519.3872,0.0,1.0,0.0
FDN39,19.35,1,0.066,0,167.0816,2,15,2,1,1,1510.0344,0.0,0.0,1.0
FDI02,15.7,1,0.115,1,112.0202,8,25,2,0,1,337.5606,0.0,0.0,1.0
FDA46,12.86,0,0.117,1,196.1136,5,37,1,2,3,6026.8216,0.0,1.0,0.0
FDV36,18.7,0,0.026,0,124.902,2,15,2,1,1,2909.546,0.0,0.0,1.0
FDE35,7.06,1,0.044,0,59.5904,1,35,0,2,1,761.6752,1.0,0.0,0.0
FDT46,11.35,0,0.066,1,52.4008,6,18,2,1,1,809.6128,0.0,0.0,1.0
FDS21,12.86,1,0.037,1,62.7194,4,37,2,0,0,123.8388,0.0,0.0,1.0
DRD12,6.96,0,0.078,2,90.9146,2,15,2,1,1,1459.4336,0.0,0.0,1.0
FDR14,12.86,0,0.305,0,54.7298,4,37,2,0,0,107.8596,0.0,0.0,1.0
FDG22,12.86,1,0.041,1,37.919,5,37,1,2,3,768.999,0.0,1.0,0.0
FDX58,13.15,0,0.044,1,184.195,9,23,1,0,1,2746.425,0.0,1.0,0.0
FDB40,12.86,1,0.008,0,146.7102,5,37,1,2,3,4374.306,0.0,1.0,0.0
FDJ36,14.5,1,0.215,0,102.7332,0,24,2,2,0,205.0664,0.0,0.0,1.0
NCL53,7.5,0,0.061,2,177.4028,0,24,2,2,0,354.2056,0.0,0.0,1.0
NCX05,15.2,0,0.097,2,114.8492,7,20,2,1,1,1506.0396,0.0,0.0,1.0
FDO21,11.6,1,0.01,1,226.2404,8,25,2,0,1,1800.3232,0.0,0.0,1.0
NCF07,9.0,0,0.032,0,102.0016,3,13,1,2,2,1518.024,0.0,1.0,0.0
FDU20,19.35,1,0.021,0,119.7098,1,35,0,2,1,1325.6078,1.0,0.0,0.0
FDK09,15.2,0,0.154,1,228.0352,0,24,2,2,0,458.0704,0.0,0.0,1.0
FDY57,20.2,1,0.121,1,97.5752,6,18,2,1,1,1534.0032,0.0,0.0,1.0
FDD51,12.86,0,0.119,0,45.2744,5,37,1,2,3,905.488,0.0,1.0,0.0
FDA49,12.86,0,0.065,1,87.4198,5,37,1,2,3,2267.7148,0.0,1.0,0.0
FDG33,5.37,1,0.14,0,171.0764,8,25,2,0,1,3263.7516,0.0,0.0,1.0
FDG35,21.2,1,0.066,0,173.6738,9,23,1,0,1,2954.1546,0.0,1.0,0.0
FDC52,11.15,1,0.008,0,150.6708,7,20,2,1,1,2106.5912,0.0,0.0,1.0
FDS34,19.35,1,0.077,1,112.7518,2,15,2,1,1,683.1108,0.0,0.0,1.0
NCY05,13.5,0,0.055,2,33.3874,9,23,1,0,1,282.2992,0.0,1.0,0.0
FDO46,9.6,1,0.014,1,188.1872,6,18,2,1,1,1701.7848,0.0,0.0,1.0
FDY20,12.5,1,0.082,0,91.7488,9,23,1,0,1,1358.232,0.0,1.0,0.0
FDA13,15.85,0,0.079,1,36.3506,6,18,2,1,1,607.2096,0.0,0.0,1.0
FDS04,10.2,1,0.147,1,141.7838,1,35,0,2,1,1685.8056,1.0,0.0,0.0
FDU51,20.2,1,0.097,0,178.6028,2,15,2,1,1,2302.3364,0.0,0.0,1.0
FDK50,7.96,0,0.028,1,161.8894,3,13,1,2,2,2750.4198,0.0,1.0,0.0
FDO60,20.0,0,0.034,0,45.4086,1,35,0,2,1,981.3892,1.0,0.0,0.0
FDM13,6.42,0,0.064,0,133.0626,2,15,2,1,1,1442.7886,0.0,0.0,1.0
FDU12,12.86,1,0.075,0,262.7568,5,37,1,2,3,6501.8699,0.0,1.0,0.0
NCG54,12.1,0,0.08,0,170.9106,3,13,1,2,2,1539.9954,0.0,1.0,0.0
FDH40,11.6,1,0.132,1,82.2276,0,24,2,2,0,243.6828,0.0,0.0,1.0
NCI06,12.86,0,0.084,0,179.166,4,37,2,0,0,359.532,0.0,0.0,1.0
FDA58,9.39,0,0.104,1,236.9932,6,18,2,1,1,4242.4776,0.0,0.0,1.0
FDJ02,17.2,1,0.025,1,147.0418,2,15,2,1,1,2354.2688,0.0,0.0,1.0
FDP21,7.42,1,0.026,1,188.9872,3,13,1,2,2,2458.1336,0.0,1.0,0.0
FDN57,18.25,0,0.054,1,142.0154,6,18,2,1,1,2127.231,0.0,0.0,1.0
FDV26,12.86,1,0.076,0,193.3794,5,37,1,2,3,6501.8699,0.0,1.0,0.0
FDZ21,17.6,1,0.039,1,94.641,9,23,1,0,1,2799.689,0.0,1.0,0.0
FDG21,12.86,1,0.146,0,148.705,5,37,1,2,3,1797.66,0.0,1.0,0.0
FDF26,6.83,1,0.047,1,155.1998,3,13,1,2,2,2460.7968,0.0,1.0,0.0
FDC39,7.41,0,0.159,0,208.9296,1,35,0,2,1,2700.4848,1.0,0.0,0.0
FDQ24,15.7,0,0.074,0,250.5724,3,13,1,2,2,4026.7584,0.0,1.0,0.0
FDC41,15.6,0,0.118,1,75.667,2,15,2,1,1,1301.639,0.0,0.0,1.0
NCO14,9.6,0,0.05,0,44.2086,0,24,2,2,0,44.6086,0.0,0.0,1.0
FDE05,12.86,1,0.032,1,144.0102,5,37,1,2,3,5394.9774,0.0,1.0,0.0
FDW52,12.86,1,0.037,1,163.1526,5,37,1,2,3,3946.8624,0.0,1.0,0.0
FDL36,12.86,0,0.076,0,88.183,5,37,1,2,3,1438.128,0.0,1.0,0.0
FDS04,10.2,1,0.147,1,139.0838,6,18,2,1,1,3652.5788,0.0,0.0,1.0
NCC18,19.1,0,0.178,0,172.4422,9,23,1,0,1,3621.2862,0.0,1.0,0.0
FDN01,8.89,0,0.073,0,175.937,3,13,1,2,2,529.311,0.0,1.0,0.0
FDY02,8.95,1,0.147,0,262.291,0,24,2,2,0,1314.955,0.0,0.0,1.0
FDV15,10.3,0,0.147,0,103.7648,2,15,2,1,1,2804.3496,0.0,0.0,1.0
FDC34,16.0,1,0.173,1,155.2972,7,20,2,1,1,3894.93,0.0,0.0,1.0
FDX10,6.38,1,0.124,1,34.3874,2,15,2,1,1,388.1614,0.0,0.0,1.0
NCF19,13.0,0,0.035,0,47.9034,1,35,0,2,1,583.2408,1.0,0.0,0.0
FDE17,20.1,1,0.055,1,150.9366,2,15,2,1,1,3476.1418,0.0,0.0,1.0
FDJ08,11.1,0,0.111,0,189.2846,3,13,1,2,2,3630.6074,0.0,1.0,0.0
NCN53,5.17,0,0.03,2,35.4874,1,35,0,2,1,388.1614,1.0,0.0,0.0
FDC16,11.5,1,0.066,0,88.254,8,25,2,0,1,1298.31,0.0,0.0,1.0
FDO15,16.75,1,0.009,0,73.7038,3,13,1,2,2,1404.1722,0.0,1.0,0.0
FDQ23,12.86,0,0.024,0,102.3332,5,37,1,2,3,1948.1308,0.0,1.0,0.0
DRF37,17.25,0,0.084,2,261.591,1,35,0,2,1,3418.883,1.0,0.0,0.0
FDN40,5.88,0,0.086,1,155.3998,6,18,2,1,1,2153.1972,0.0,0.0,1.0
FDN24,12.86,0,0.113,0,54.2956,5,37,1,2,3,1310.2944,0.0,1.0,0.0
FDF16,7.3,0,0.087,1,147.6076,2,15,2,1,1,3251.7672,0.0,0.0,1.0
FDH27,7.08,0,0.058,0,143.0128,9,23,1,0,1,1150.5024,0.0,1.0,0.0
FDY52,6.37,0,0.066,1,59.7536,2,15,2,1,1,980.0576,0.0,0.0,1.0
NCH55,12.86,0,0.035,0,125.202,5,37,1,2,3,2783.044,0.0,1.0,0.0
NCH18,9.3,0,0.045,0,247.0802,6,18,2,1,1,1228.401,0.0,0.0,1.0
DRC01,5.92,1,0.019,2,50.3692,1,35,0,2,1,591.2304,1.0,0.0,0.0
NCO14,9.6,0,0.03,0,42.6086,6,18,2,1,1,133.8258,0.0,0.0,1.0
DRG39,14.15,0,0.042,0,52.0982,8,25,2,0,1,578.5802,0.0,0.0,1.0
DRK13,11.8,0,0.115,2,198.2084,1,35,0,2,1,3769.7596,1.0,0.0,0.0
FDD41,6.76,1,0.087,1,106.1306,7,20,2,1,1,1672.4896,0.0,0.0,1.0
FDQ19,12.86,1,0.014,0,242.6512,5,37,1,2,3,6501.8699,0.0,1.0,0.0
FDX58,13.15,0,0.073,1,181.695,0,24,2,2,0,549.285,0.0,0.0,1.0
FDK40,12.86,0,0.022,1,263.191,5,37,1,2,3,6501.8699,0.0,1.0,0.0
FDI52,18.7,0,0.105,1,122.9072,2,15,2,1,1,490.0288,0.0,0.0,1.0
FDT28,13.3,0,0.064,1,149.9708,1,35,0,2,1,2106.5912,1.0,0.0,0.0
FDH52,9.42,1,0.044,1,61.5194,2,15,2,1,1,866.8716,0.0,0.0,1.0
FDZ38,17.6,0,0.008,0,170.4422,8,25,2,0,1,2759.0752,0.0,0.0,1.0
FDF12,8.23,0,0.083,0,149.3076,2,15,2,1,1,1921.4988,0.0,0.0,1.0
NCE06,12.86,0,0.091,0,162.6894,5,37,1,2,3,2588.6304,0.0,1.0,0.0
FDO45,13.15,1,0.038,1,89.6856,9,23,1,0,1,703.0848,0.0,1.0,0.0
NCS18,12.65,0,0.042,0,106.3938,7,20,2,1,1,3751.783,0.0,0.0,1.0
NCE54,20.7,0,0.027,0,73.2354,7,20,2,1,1,1504.708,0.0,0.0,1.0
FDB50,13.0,0,0.154,1,76.7986,7,20,2,1,1,2648.5524,0.0,0.0,1.0
FDZ20,16.1,0,0.034,0,256.1356,7,20,2,1,1,6358.39,0.0,0.0,1.0
FDB11,16.0,0,0.061,0,226.2404,7,20,2,1,1,4725.8484,0.0,0.0,1.0
FDU22,12.35,0,0.066,1,118.9124,1,35,0,2,1,3199.8348,1.0,0.0,0.0
FDY48,14.0,0,0.024,0,103.1332,3,13,1,2,2,1948.1308,0.0,1.0,0.0
NCP30,20.5,0,0.033,0,40.0822,6,18,2,1,1,1257.0304,0.0,0.0,1.0
FDD08,8.3,0,0.035,0,38.0506,6,18,2,1,1,531.3084,0.0,0.0,1.0
NCG42,19.2,0,0.041,0,130.131,9,23,1,0,1,1038.648,0.0,1.0,0.0
NCT30,9.1,0,0.081,0,46.9718,2,15,2,1,1,850.8924,0.0,0.0,1.0
FDT37,14.15,0,0.035,1,255.5014,1,35,0,2,1,5355.0294,1.0,0.0,0.0
FDU04,7.93,0,0.006,1,122.1414,9,23,1,0,1,2924.1936,0.0,1.0,0.0
NCH30,17.1,0,0.067,0,114.386,8,25,2,0,1,1245.046,0.0,0.0,1.0
DRG37,16.2,0,0.019,2,154.6972,1,35,0,2,1,1713.7692,1.0,0.0,0.0
FDS13,6.46,0,0.125,1,264.7884,8,25,2,0,1,3709.8376,0.0,0.0,1.0
FDQ47,7.16,1,0.169,0,34.3874,3,13,1,2,2,670.4606,0.0,1.0,0.0
FDY26,20.6,1,0.031,0,212.6244,6,18,2,1,1,3599.3148,0.0,0.0,1.0
FDB14,20.25,1,0.103,1,94.612,3,13,1,2,2,652.484,0.0,1.0,0.0
FDV45,12.86,0,0.079,1,189.5556,4,37,2,0,0,1126.5336,0.0,0.0,1.0
FDR23,15.85,0,0.082,0,177.437,3,13,1,2,2,5645.984,0.0,1.0,0.0
NCS29,9.0,0,0.069,2,266.6884,1,35,0,2,1,3974.826,1.0,0.0,0.0
FDK33,12.86,0,0.011,1,213.456,5,37,1,2,3,4261.12,0.0,1.0,0.0
FDW24,12.86,0,0.037,0,50.0034,5,37,1,2,3,1992.7394,0.0,1.0,0.0
FDR08,18.7,0,0.038,0,111.1886,2,15,2,1,1,2334.9606,0.0,0.0,1.0
FDB45,20.85,0,0.021,0,104.9306,1,35,0,2,1,2299.6732,1.0,0.0,0.0
FDW32,18.35,1,0.094,0,83.9882,1,35,0,2,1,1202.4348,1.0,0.0,0.0
FDN21,18.6,0,0.077,1,162.2236,6,18,2,1,1,2900.2248,0.0,0.0,1.0
FDH56,9.8,1,0.064,0,117.3492,6,18,2,1,1,810.9444,0.0,0.0,1.0
FDQ07,15.1,1,0.088,0,219.8456,9,23,1,0,1,6189.2768,0.0,1.0,0.0
FDU58,12.86,1,0.029,1,188.7898,5,37,1,2,3,2057.9878,0.0,1.0,0.0
FDK36,7.09,0,0.007,0,48.1034,1,35,0,2,1,1069.2748,1.0,0.0,0.0
NCG18,12.86,0,0.023,0,102.8332,5,37,1,2,3,2768.3964,0.0,1.0,0.0
FDQ26,12.86,1,0.068,0,57.2562,5,37,1,2,3,2073.967,0.0,1.0,0.0
DRL47,12.86,0,0.039,2,127.5362,5,37,1,2,3,1006.6896,0.0,1.0,0.0
DRJ11,9.5,0,0.066,2,188.9872,2,15,2,1,1,1323.6104,0.0,0.0,1.0
FDB41,19.0,1,0.098,1,48.6718,3,13,1,2,2,614.5334,0.0,1.0,0.0
NCA06,20.5,0,0.143,0,37.919,8,25,2,0,1,183.095,0.0,0.0,1.0
NCZ41,19.85,0,0.065,2,125.2704,7,20,2,1,1,2127.8968,0.0,0.0,1.0
NCD54,21.1,0,0.029,0,145.7786,2,15,2,1,1,1444.786,0.0,0.0,1.0
FDM34,12.86,0,0.067,1,132.9626,5,37,1,2,3,3279.065,0.0,1.0,0.0
FDL57,15.1,1,0.067,1,260.3304,1,35,0,2,1,5424.9384,1.0,0.0,0.0
NCD30,19.7,0,0.027,0,98.7726,1,35,0,2,1,1859.5794,1.0,0.0,0.0
FDH17,16.2,1,0.017,1,97.3726,8,25,2,0,1,2055.3246,0.0,0.0,1.0
FDD57,18.1,0,0.022,0,96.5094,6,18,2,1,1,1332.9316,0.0,0.0,1.0
FDC58,10.2,0,0.042,1,42.5428,3,13,1,2,2,878.856,0.0,1.0,0.0
FDX47,6.55,1,0.035,0,157.8288,8,25,2,0,1,2514.0608,0.0,0.0,1.0
FDC50,15.85,0,0.137,1,94.4094,7,20,2,1,1,1428.141,0.0,0.0,1.0
NCS53,12.86,0,0.089,2,157.3604,5,37,1,2,3,6021.4952,0.0,1.0,0.0
FDY13,12.1,0,0.03,1,75.267,3,13,1,2,2,612.536,0.0,1.0,0.0
FDP44,16.5,1,0.08,0,100.6332,6,18,2,1,1,1537.998,0.0,0.0,1.0
